"","time","product_type","target_length","target_thickness","target_width","glue_type_specification","board_m3_per_hour","board_m3_per_hour_specification","is_nose_closed","line_speed","line_speed_specification","cost_urea_flow_indicator","cost_urea_flow_indicator_specification","cost_hardenener_flow_indicator","cost_hardenener_flow_indicator_specification","cost_emulsion_flow_indicator","cost_emulsion_flow_indicator_specification","cost_color_flow_indicator","cost_color_flow_indicator_specification","cost_water_flow_indicator","cost_water_flow_indicator_specification","cost_softwood_no_bark_indicator","cost_softwood_no_bark_indicator_specification","cost_sawdust_indicator","cost_sawdust_indicator_specification","cost_softwood_with_bark_indicator","cost_softwood_with_bark_indicator_specification","cost_hardwood_indicator","cost_hardwood_indicator_specification","cost_dust_wood_indicator","cost_dust_wood_indicator_specification","cost_trims_wood_indicator","cost_trims_wood_indicator_specification","cost_rejects_mix_wood_indicator","cost_rejects_mix_wood_indicator_specification","cost_additive_indicator","cost_additive_indicator_specification","cost_glue_indicator","cost_glue_indicator_specification","cost_wood_indicator","cost_wood_indicator_specification","cost_fixed_indicator","cost_fixed_indicator_specification","cost_indicator","cost_indicator_specification","cost_indicator_all","cost_indicator_all_specification","cost_black_flow_indicator","cost_black_flow_indicator_specification","cost_blue_flow_indicator","cost_blue_flow_indicator_specification","cost_color_indicator","cost_color_indicator_specification","cost_gluemix_indicator","cost_gluemix_indicator_specification","cost_refiner_electrical_energy_consumption_flow_indicator","cost_refiner_electrical_energy_consumption_flow_indicator_specification","cost_dryer_electrical_energy_consumption_flow_indicator","cost_dryer_electrical_energy_consumption_flow_indicator_specification","cost_steam_flow_with_3bar_for_precooker_indicator","cost_steam_flow_with_3bar_for_precooker_indicator_specification","cost_steam_flow_with_13bar_for_cooker_and_refiner_indicator","cost_steam_flow_with_13bar_for_cooker_and_refiner_indicator_specification","cost_steam_flow_with_0_5_bar_for_dryer_indicator","cost_steam_flow_with_0_5_bar_for_dryer_indicator_specification","cost_steam_flow_with_6bar_for_dryer_indicator","cost_steam_flow_with_6bar_for_dryer_indicator_specification","cost_steam_flow_with_27bar_for_dryer_indicator","cost_steam_flow_with_27bar_for_dryer_indicator_specification","cost_energy_indicator","cost_energy_indicator_specification","cost_electrical_energy_indicator","cost_electrical_energy_indicator_specification","cost_thermal_energy_indicator","cost_thermal_energy_indicator_specification","cost_refiner_electrical_energy_indicator","cost_refiner_electrical_energy_indicator_specification","cost_dryer_electrical_energy_indicator","cost_dryer_electrical_energy_indicator_specification","cost_flour_wood_indicator","cost_flour_wood_indicator_specification"
"7144",2024-02-08 02:00:00,"SVMYKWJF",7197.95920369544,10.9857386446092,3718.8432246502,"MD",75.9987721139135,66.5627632421151,TRUE,547.297916994569,636.045366115676,-0.0044985804571428,0,-0.00745362676738932,0,0.0699552595017833,0,NA,NA,0,0,-33.4969358429912,0,-13.9633304548719,0,26.1995364731916,0,-1.64560235990719,0,-0.211763750262637,0,0,0,3.29255582105366,0,-0.223838684111592,0,-0.421497500946906,0,-11.585360823199,0,7.40782906097392,0,0.680161800386665,0,166.223565101052,81.6538547677803,0.0104545713374122,0,0,0,NA,0,-1.39489478334575,0,NA,NA,NA,NA,0.271715536561226,0,0.389754227068181,0,0.390881560157097,0,1.06360968304644,0,-0.475207352533228,0,1.23674311014704,0,1.3785685158497,0,1.38783595687704,0,2.81636472172374,0,-0.471351859219379,0,4.66688560122562,0
"7145",2024-02-08 03:00:00,"SVMYKWJF",7197.95920369544,10.9857386446092,3718.8432246502,"MD",79.8260184513521,66.5627632421151,TRUE,575.586104999196,636.045366115676,0.285766950590152,0,0.00819046424835401,0,0.28499171680882,0,NA,NA,0,0,-28.7597722659416,0,-13.9633304548719,0,29.2834084775649,0,-1.64560235990719,0,-0.211763750262637,0,0,0,3.14969884387572,0,0.160272199540712,0,2.06654099730925,0,-3.1816035779055,0,4.81172388746973,0,5.11338042646572,0,171.601519186421,81.6538547677803,0.0104545713374122,0,0,0,NA,0,1.19059698578176,0,NA,NA,NA,NA,0.304907531589509,0,0.259359770525029,0,0.355614904400213,0,1.28780981456539,0,-0.386404217324974,0,1.79773117901155,0,1.91212687273193,0,1.44142781485721,0,3.97601962204662,0,-0.766815666050355,0,4.42194609545794,0
"7146",2024-02-08 04:00:00,"SVMYKWJF",7197.95920369544,10.9857386446092,3718.8432246502,"MD",79.8260184513521,66.5627632421151,TRUE,575.586104999196,636.045366115676,0.141300745580906,0,0.00124200448361532,0,0.160079632182722,0,NA,NA,0,0,-31.6195663137112,0,-13.9633304548719,0,28.1120226913868,0,-1.64560235990719,0,-0.211763750262637,0,0,0,3.14969906277942,0,-0.0426369775961325,0,0.747368991132758,0,-7.65859587527625,0,4.81172388746973,0,1.88299070707323,0,167.682721343575,81.6538547677803,0.0104545713374122,0,0,0,NA,0,-0.179116704159744,0,NA,NA,NA,NA,0.288113919841704,0,0.235013094100446,0,0.339288491925889,0,1.35395374622702,0,-0.409577617734948,0,1.60290659037167,0,1.73955222441947,0,1.41483333005898,0,3.60395042188108,0,-0.673059437799844,0,4.42194609545794,0
"7147",2024-02-08 05:00:00,"DTOXTCVX",5927.88456689261,9.18499370040372,3516.48300696048,"MD",75.5640055169134,62.9922137216995,TRUE,688.354986854922,751.786651094441,0.121079059473703,0,-0.000804060619298818,0,0.169703034080569,0,NA,NA,0,0,-33.1530767538389,0,-13.6292563712023,0,26.5172658414847,0,-1.60623115815505,0,-0.206697281267144,0,0,0,3.61943581749528,0,-0.0531320642231151,0,0.30645377555555,0,-9.92775940108579,0,4.83987096370782,0,0.445521203910521,0,166.549288188352,81.9481531841309,0.0104545713374122,0,0,0,NA,0,-0.550499363394887,0,NA,NA,NA,NA,0.354129337095422,0,0.360327171765413,0,0.296031766345246,0,1.12526849423512,0,-0.443715858557327,0,1.47536784224339,0,1.63720227222435,0,1.3907589405928,0,3.50114615829249,0,-0.688266943283696,0,4.65297031611156,0
"7148",2024-02-08 06:00:00,"DTOXTCVX",5927.88456689261,9.18499370040372,3516.48300696048,"MD",75.5503738119222,62.9922137216995,TRUE,688.227017113061,751.786651094441,0.219266089562317,0,0.00660464563780602,0,0.264812092867394,0,NA,NA,0,0,-30.9090399350975,0,-13.6292563712023,0,27.4364365703466,0,-1.60623115815505,0,-0.206697281267144,0,0,0,3.62003665303414,0,0.093446634094051,0,1.41732782976636,0,-6.39365210623071,0,4.84972375964212,0,3.3296920399691,0,170.04808660976,81.9481531841309,0.0104545713374122,0,0,0,NA,0,0.566313431297122,0,NA,NA,NA,NA,0.342860051199619,0,0.409313936662229,0,0.390501000388619,0,1.2292159918526,0,-0.41102427881604,0,2.07165891650108,0,1.98668803829975,0,1.58427096914161,0,4.20720038401988,0,-0.849636787525318,0,4.67359100050846,0
"7149",2024-02-08 07:00:00,"DTOXTCVX",5927.88456689261,9.18499370040372,3516.48300696048,"MD",75.5503738119222,62.9922137216995,TRUE,688.227017113061,751.786651094441,0.247086917457282,0,0.00450187793821499,0,0.245911444979303,0,NA,NA,0,0,-31.5503372973926,0,-13.6292563712023,0,27.1737589468767,0,-1.60623115815505,0,-0.206697281267144,0,0,0,3.62003665303414,0,0.100943954311363,0,1.04963306638335,0,-7.3814816334611,0,4.84972375964212,0,2.97326131131279,0,169.615699160593,81.9481531841309,0.0104545713374122,0,0,0,NA,0,0.281102971364027,0,NA,NA,NA,NA,0.332899060006524,0,0.316294858655646,0,0.358048340143999,0,1.22482961927937,0,-0.413233290177516,0,2.52983470883825,0,2.68914270080862,0,1.46073194639202,0,4.74287636378674,0,-0.643188122027964,0,4.69010843128506,0
"7150",2024-02-08 08:00:00,"AQHRPALZ",7104.1220741722,9.18499370040372,3509.45661051292,"MD",78.1525096658689,65.1273802944789,TRUE,714.083233143085,777.506936645278,0.0979398444358119,0,-0.00117021610878049,0,0.207656608134222,0,NA,NA,0,0,-31.8387043955677,0,-13.313712184589,0,26.1426364751554,0,-1.56904373644186,0,-0.201911831223778,0,0,0,3.50935291405429,0,-0.0454495414677171,0,0.359224124561348,0,-8.9649192900369,0,4.79543995773397,0,0.588543511557153,0,174.034729882668,85.4737278945023,0.0104545713374122,0,0,0,NA,0,-0.496362104641261,0,NA,NA,NA,NA,0.333459404922263,0,0.494156577929936,0,0.171481749061721,0,1.08506909569752,0,-0.527187337042213,0,0.978026897700331,0,1.19141276356376,0,1.32616160335787,0,3.98223421214322,0,-1.31256945095505,0,4.52477859167834,0
"7151",2024-02-08 09:00:00,"AQHRPALZ",7104.1220741722,9.18499370040372,3509.45661051292,"MD",80.166399739745,65.1273802944789,TRUE,733.027364349279,777.506936645278,-0.654780421449194,0,-0.0473886984213366,0,0.0534279544508695,0,NA,NA,0,0,-33.5433359311872,0,-13.313712184589,0,23.3638653411441,0,-1.56904373644186,0,-0.201911831223778,0,0,0,3.71998745212313,0,-0.768616071123453,0,-7.11243179964737,0,-14.0465352996532,0,3.47455423693444,0,-8.07715681172748,0,163.522336430642,85.4737278945023,0.0104545713374122,0,0,0,NA,0,-7.61188512475372,0,NA,NA,NA,NA,0.331918877579519,0,0.504022053489184,0,0.182910650258496,0,1.11766197181616,0,-0.509017342030808,0,-0.175427461289175,0,-0.157860626427488,0,1.37420553174157,0,2.34853755213319,0,-1.34576328064852,0,4.4196273421121,0
"7152",2024-02-08 10:00:00,"SKWSGFHR",6413.43715570469,9.90529184981834,3585.34169214657,"MD",80.6289022409209,65.340572475415,TRUE,669.026868297539,712.037118879512,0.247171876206787,0,0.00705715026500952,0,-0.53307827668373,0,NA,NA,0,0,-51.8939197279423,0,0,0,30.1859575746373,0,0,0,0,0,0,0,3.7003465586334,0,-0.431199045154222,0,1.16813643927674,0,-9.15064711639159,0,3.35028995673583,0,-0.420627907200162,0,179.390118131106,88.6462008399124,0.0104545713374122,0,0,0,NA,0,-0.425620619529058,0,NA,NA,NA,NA,0.246608640633544,0,0.248920734008316,0,0.136414539780175,0,1.57899133000566,0,-0.26408946027435,0,1.01816327373109,0,1.00645749599024,0,1.46998134496325,0,2.70337660791535,0,-0.683317226422618,0,4.3831988774416,0
"7153",2024-02-08 11:00:00,"SKWSGFHR",6413.43715570469,9.90529184981834,3585.34169214657,"MD",80.6439171356508,65.340572475415,TRUE,669.1548380394,712.037118879512,0.0127171478926798,0,-0.0150949153929447,0,-1.09963987123752,0,NA,NA,0,0,-59.0081144218855,0,0,0,27.5204732083266,0,0,0,0,0,0,0,3.69971287124689,0,-1.01659540485812,0,-2.00036644276168,0,-19.1697589406996,0,3.34081609498777,0,-7.49101080771996,0,170.813010207465,88.6462008399124,0.0104545713374122,0,0,0,NA,0,-3.86331602617308,0,NA,NA,NA,NA,0.255806630883128,0,0.297784475648306,0,0.390342944072649,0,1.35735315308446,0,-0.351308602248338,0,1.15707776000143,0,1.05052173410029,0,1.53849730745651,0,2.67826479757318,0,-0.635090880218801,0,5.20627135255715,0
"7154",2024-02-08 12:00:00,"SKWSGFHR",6413.43715570469,9.90529184981834,3585.34169214657,"MD",72.3536740088932,65.340572475415,TRUE,598.498313835961,712.037118879512,0.37150220147651,0,0.0200202490245873,0,-0.0956821608347103,0,NA,NA,0,0,-49.6446235666258,0,0,0,31.0287061193478,0,0,0,0,0,0,0,4.09152147309327,0,-0.0261633144948614,0,3.87391519720958,0,-3.75344682483348,0,9.19850019061397,0,10.2722097509117,0,192.361639460856,88.6462008399124,0.0104545713374122,0,0,0,NA,0,2.36700708650543,0,NA,NA,NA,NA,0.323070983760911,0,0.34446079555277,0,0.492127171205949,0,1.70179059480689,0,-0.309616472083511,0,4.28650384080323,0,3.89632926009415,0,1.91939277175595,0,5.54785271526182,0,-0.21894914658234,0,5.77031655536172,0
"7155",2024-02-08 13:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",73.1046020774383,65.340572475415,TRUE,604.898363441135,712.037118879512,-0.0925299757271172,0,-0.0293587701839021,0,-1.00921823216551,0,NA,NA,0,0,-58.8994388383923,0,0,0,27.5611916499761,0,0,0,0,0,0,0,4.05219851960709,0,-1.04583053000564,0,-4.00918806230006,0,-17.973071331101,0,8.61060743342711,0,-3.72818238581311,0,175.375175403351,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-5.52733211118608,0,NA,NA,NA,NA,0.315583747327472,0,0.43858944769835,0,0.450146254822814,0,1.48312664161875,0,-0.391422271623835,0,2.01867655466834,0,1.59360468148179,0,1.79420534076707,0,2.53105824097899,0,-0.138217031632848,0,5.68853654831213,0
"7156",2024-02-08 14:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",73.1046020774383,65.340572475415,TRUE,604.898363441135,712.037118879512,-0.0925299757271172,0,-0.0250059146207478,0,-0.8331533378155,0,NA,NA,0,0,-57.8996527197175,0,0,0,27.9357835059367,0,0,0,0,0,0,0,4.05219851960709,0,-0.922471630657727,0,-3.62861375061458,0,-16.4222961660645,0,8.61060743342711,0,-2.06778812944646,0,177.389405881817,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-5.03444982909371,0,NA,NA,NA,NA,0.298645996679332,0,0.440495898365299,0,0.344804859667982,0,1.64669010440588,0,-0.330832074641005,0,2.8543064203317,0,2.45023698357967,0,1.83522415438569,0,3.97700749182771,0,-0.362718285599089,0,5.71930783627006,0
"7157",2024-02-08 15:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",72.0683176762051,65.340572475415,TRUE,596.066263735752,712.037118879512,-0.18609579326825,0,-0.0351075872753302,0,-1.19211410819806,0,NA,NA,0,0,-61.739689427723,0,0,0,26.4970310128717,0,0,0,0,0,0,0,4.10668955989695,0,-1.24791696805768,0,-5.35922735811469,0,-22.1050381985408,0,9.4252687209941,0,-6.44678343640382,0,172.077230307545,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-6.92069717831221,0,NA,NA,NA,NA,0.403417311984681,0,0.42891108558854,0,0.357765091080307,0,1.35837046628519,0,-0.397205274382077,0,1.52915723831247,0,1.21431017573206,0,1.69330512112919,0,2.02034688986743,0,-0.116628965160872,0,5.79263023950807,0
"7158",2024-02-08 16:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",72.3837083816543,65.340572475415,TRUE,598.754292382486,712.037118879512,-0.0516900931822843,0,-0.0174915564570284,0,-0.554034489629607,0,NA,NA,0,0,-55.5251750986223,0,0,0,28.8254318817857,0,0,0,0,0,0,0,4.08993252982536,0,-0.694585726940369,0,-2.52977134671594,0,-12.7164958256367,0,9.1747412734587,0,1.35785914991747,0,181.54507140048,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-3.80475657478222,0,NA,NA,NA,NA,0.473852426299496,0,0.472132205217996,0,0.436894741589067,0,1.59958567941767,0,-0.355621960238431,0,3.4599668087913,0,2.85747926917502,0,1.99898695318923,0,4.06389707927313,0,-0.108651872052409,0,5.75416087252847,0
"7159",2024-02-08 17:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",70.8518178718029,65.340572475415,TRUE,585.698214625613,712.037118879512,0.021250775242237,0,-0.012868630898798,0,0.255968401031314,0,NA,NA,0,0,-54.2341911455402,0,0,0,29.3091250714381,0,0,0,0,0,0,0,4.17279007583387,0,-0.0796075594709709,0,-1.77842884188848,0,-10.5023567327419,0,10.4134959806606,0,4.03844297894648,0,184.796897662712,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-2.2716914591824,0,NA,NA,NA,NA,0.403989411832551,0,0.485823354719078,0,0.396729210097938,0,1.69069399705802,0,-0.351154547115694,0,3.12881625820753,0,2.50437817818583,0,1.99128121755827,0,3.51675710832555,0,-0.0454781394714665,0,5.87573913947171,0
"7160",2024-02-08 18:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",75.3724011778037,65.340572475415,TRUE,624.226481998518,712.037118879512,-0.0881405772534054,0,-0.0258934719165347,0,-0.131392535978978,0,NA,NA,0,0,-57.4034224500034,0,0,0,28.1217075443863,0,0,0,0,0,0,0,3.93841706087265,0,-0.43871157830003,0,-3.45414582929641,0,-16.0346719287883,0,6.90953584755046,0,-3.18637402047577,0,176.032445156463,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-4.16441502957442,0,NA,NA,NA,NA,0.541432500727583,0,0.39870701671451,0,0.347560242461989,0,1.6073464801889,0,-0.322325697506277,0,1.85319594165218,0,1.19821170095,0,1.92771408569156,0,2.52652347811297,0,-0.43285161038355,0,5.52853053225021,0
"7161",2024-02-08 19:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",76.1233292463488,65.340572475415,TRUE,630.626531603692,712.037118879512,0.0652468430513108,0,-0.0117305534843444,0,0.305936942227107,0,NA,NA,0,0,-52.9794109431977,0,0,0,29.7792556658152,0,0,0,0,0,0,0,3.90230283596088,0,-0.010248914766695,0,-1.74194919303815,0,-9.38577698300238,0,6.3696147382801,0,1.19790362035937,0,181.351028749706,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-2.13770512787904,0,NA,NA,NA,NA,0.517180122610568,0,0.332125831846978,0,0.45061459469642,0,1.70999091345226,0,-0.230087227021635,0,2.08511634570935,0,1.25527799613435,0,2.05245434759135,0,2.56438880550054,0,-0.412684195479887,0,5.50506674282189,0
"7162",2024-02-08 20:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",77.3097992612911,65.340572475415,TRUE,640.738641230109,712.037118879512,-0.0319934777196955,0,-0.018451940032949,0,0.107193276584556,0,NA,NA,0,0,-54.6026255982154,0,0,0,29.1710865006652,0,0,0,0,0,0,0,3.84673608709393,0,-0.226674512573942,0,-2.61230175061392,0,-12.0200330565063,0,5.53886776893425,0,-1.63709024626738,0,177.911887093724,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-3.16586307023299,0,NA,NA,NA,NA,0.507480998902864,0,0.357693293978517,0,0.370584769470946,0,1.76296282294516,0,-0.172047728186487,0,1.63929926483172,0,0.72221135475128,0,2.07827877257534,0,1.79953455222919,0,-0.35405051324737,0,5.42633618635467,0
"7163",2024-02-08 21:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",77.6251853834391,65.340572475415,TRUE,643.42663081404,712.037118879512,0.011146953064732,0,-0.0149241641649124,0,0.161946836444808,0,NA,NA,0,0,-53.9290337313382,0,0,0,29.4234595981,0,0,0,0,0,0,0,3.83226402009826,0,-0.153217884295783,0,-2.13860551279425,0,-11.0549830936607,0,5.32250162355404,0,-0.675543874172932,0,179.078342591691,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-2.67312130258277,0,NA,NA,NA,NA,0.512335329879252,0,0.330128168383127,0,0.257135381640379,0,1.75117803501899,0,-0.142583798441622,0,2.10226077875855,0,1.38855536941229,0,1.98070745487668,0,2.59423968217389,0,-0.330386346823181,0,5.38892409481124,0
"7164",2024-02-08 22:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",78.5413185437244,65.340572475415,TRUE,651.234699144913,712.037118879512,-0.0475084391189711,0,-0.0200605077751096,0,0.0547931816745277,0,NA,NA,0,0,-55.042434498705,0,0,0,29.0063008185268,0,0,0,0,0,0,0,3.79091298645355,0,-0.275717485500724,0,-2.56062843309942,0,-12.882979633524,0,4.70428835589697,0,-2.38907000312861,0,176.999657639996,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-3.19813275584323,0,NA,NA,NA,NA,0.497607425095855,0,0.301356341241955,0,0.252881368644687,0,1.70882656399285,0,-0.146614512102152,0,2.03241940130736,0,1.4155244081574,0,1.91544150518227,0,2.96057717465274,0,-0.530203015281386,0,5.31857686923911,0
"7165",2024-02-08 23:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",78.0757422245662,65.340572475415,TRUE,647.266660577144,712.037118879512,-0.12562541230118,0,-0.0317047864951382,0,-0.292848518743958,0,NA,NA,0,0,-58.5437390555508,0,0,0,27.6944602901798,0,0,0,0,0,0,0,3.81180062381502,0,-0.582284711168371,0,-4.1587715993189,0,-18.1486829504306,0,5.01656961963932,0,-6.36900315839819,0,172.171585853514,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-4.94909261484089,0,NA,NA,NA,NA,0.49778913975441,0,0.351791414049044,0,0.313910511050937,0,1.65597576812717,0,-0.261826877033909,0,1.3583650426151,0,0.695903441185251,0,1.90031267930244,0,1.84984041724157,0,-0.404059868077504,0,5.34605481215611,0
"7166",2024-02-09,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",76.5738860874759,65.340572475415,TRUE,634.466561366796,712.037118879512,0.0762164779108259,0,-0.0112510233420616,0,0.344121659784544,0,NA,NA,0,0,-52.4169105376607,0,0,0,29.9900094808643,0,0,0,0,0,0,0,3.88098982432806,0,0.0247949945717304,0,-1.19554778804945,0,-8.59792951582368,0,6.05097386070091,0,2.22235881637181,0,182.593799177102,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-1.64424597123823,0,NA,NA,NA,NA,0.521949716394039,0,0.393269932146263,0,0.29825097611582,0,1.85613033495758,0,-0.0342521480449702,0,2.86873143691024,0,1.86428645246616,0,2.21281978969754,0,3.18938754430447,0,-0.330178600803314,0,5.47037613957121,0
"7167",2024-02-09 01:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",78.3761134519843,65.340572475415,TRUE,649.826680419214,712.037118879512,-0.202508279589249,0,-0.0351914263299071,0,-0.562698365408309,0,NA,NA,0,0,-61.0852407121313,0,0,0,26.7422302698437,0,0,0,0,0,0,0,3.79829473518268,0,-0.829499680467023,0,-5.44489836535234,0,-22.0491190176383,0,4.81465490507145,0,-9.80042298675714,0,168.008917634089,88.6449780519849,0.0104545713374122,0,0,0,NA,0,-6.35895589447168,0,NA,NA,NA,NA,0.484308701479066,0,0.360180295383646,0,0.316049086666802,0,1.62980379360785,0,-0.27464441823514,0,0.689191498345395,0,-0.00773193311872977,0,1.87853355040632,0,0.920238088841009,0,-0.374721861962527,0,5.33259663244711,0
"7168",2024-02-09 02:00:00,"TQVHCMBJ",5649.6465665621,9.90529184981834,3585.34169214657,"MD",67.8781399703834,65.340572475415,FALSE,560.353994751442,712.037118879512,2.71042034074394,0,0.0672391514305109,0,-0.159156983490164,0,NA,NA,0,0,-54.2698928362966,0,0,0,23.4528085606689,0,0,0,0,0,0,0,4.34485338009932,0,1.78900110703799,0,11.2906793870791,0,-17.4481973065075,0,12.9859101532632,0,12.0060657035262,0,194.462450570539,88.6449780519849,0.0104545713374122,0,0,0,NA,0,11.0846170655971,0,NA,NA,NA,NA,0.630046130004473,0,0.455825150274708,0,0.550958142748786,0,1.8190859945603,0,-0.328126968258761,0,5.15719507095444,0,4.24223196627534,0,2.30510064294201,0,5.38816408392507,0,0.137132746067441,0,6.14668670052125,0
"7169",2024-02-09 03:00:00,"COQAPUNJ",7410.7294392423,14.5872285330202,3807.37581988946,"MD",71.8540844956023,62.3637021364332,TRUE,381.024597001906,453.627036529579,-0.105053686818461,0,-0.0127194906817607,0,-0.0693707872931276,0,NA,NA,0,0,-53.1434014189361,0,0,0,22.778474712702,0,0,0,0,0,0,0,4.11816008775673,0,-0.401234510454075,0,-1.762304124266,0,-17.8423172673669,0,7.12372700373069,0,-3.6373709625152,0,184.448588186158,92.9667587175622,0.0104545713374122,0,0,0,NA,0,-2.74358966400641,0,NA,NA,NA,NA,0.582768704506752,0,0.533442383666804,0,0.40258967572233,0,1.58887822806524,0,-0.339375284250405,0,1.02264632074321,0,0.00539713636378858,0,2.10112402627836,0,1.94879525792032,0,-0.982814792780224,0,5.78513568182611,0
"7170",2024-02-09 04:00:00,"COQAPUNJ",7410.7294392423,14.5872285330202,3807.37581988946,"MD",71.8777340106678,62.3637021364332,TRUE,381.15260580657,453.627036529579,0.215596220790285,0,0.00544414911407245,0,0.227190829178177,0,NA,NA,0,0,-48.3863394239873,0,0,0,24.1857398158632,0,0,0,0,0,0,0,4.11689032042834,0,0.0640738421229307,0,1.24138551652725,0,-11.06346156094,0,7.10474351064353,0,2.27254767561528,0,191.617932575619,92.9667587175622,0.0104545713374122,0,0,0,NA,0,0.380147340609103,0,NA,NA,NA,NA,0.590711230661342,0,0.433099351181674,0,0.423243437842868,0,1.69532245735742,0,-0.322502197370223,0,1.86798384886378,0,0.945105572893808,0,2.09674295318844,0,3.45710143222627,0,-1.18230246138405,0,5.80763651890877,0
"7171",2024-02-09 05:00:00,"COQAPUNJ",7410.7294392423,14.5872285330202,3807.37581988946,"MD",67.124470155246,62.3637021364332,TRUE,355.42439858121,453.627036529579,0.290921136032977,0,0.00563396133510933,0,0.388211908340358,0,NA,NA,0,0,-48.3989075405055,0,0,0,24.182020959818,0,0,0,0,0,0,0,4.39100933547885,0,0.233442509684219,0,1.83585304702197,0,-10.2663078488698,0,11.2029245796739,0,6.66098535557937,0,196.941562727878,92.9667587175622,0.0104545713374122,0,0,0,NA,0,1.11488257760856,0,NA,NA,NA,NA,0.635810236404829,0,0.577080117135964,0,0.526026821727999,0,1.64187716855694,0,-0.333049439777239,0,2.92837273902051,0,1.78428704635781,0,2.30429482599606,0,3.93816455188563,0,-0.840215160718678,0,6.19593498205362,0
"7172",2024-02-09 06:00:00,"COQAPUNJ",7410.7294392423,14.5872285330202,3807.37581988946,"MD",69.4656350271773,62.3637021364332,TRUE,368.096528049697,453.627036529579,-0.0869195938035522,0,-0.0135087741985336,0,-0.156047352976523,0,NA,NA,0,0,-54.0948877230817,0,0,0,22.4969991711993,0,0,0,0,0,0,0,4.25107306856652,0,-0.446938400900155,0,-1.89540671232157,0,-18.7787341978253,0,9.11082920916319,0,-2.38775400826792,0,185.964503184058,92.9667587175622,0.0104545713374122,0,0,0,NA,0,-2.91983085359637,0,NA,NA,NA,NA,0.618376707683647,0,0.451824197306056,0,0.463478387310892,0,1.37200188774013,0,-0.381987944534825,0,1.70486198575985,0,1.00736653547667,0,1.94476424527768,0,2.98899896330982,0,-0.854238158979754,0,5.99421115071747,0
"7173",2024-02-09 07:00:00,"XPBRHHON",6544.37268527199,19.9894633656368,2989.50327339349,"MD",56.4291710704511,46.7486162650266,TRUE,277.343812929489,330.692304058296,-0.0543362704420587,0,-0.0203349288007803,0,0.502672679775464,0,NA,NA,0,0,-39.275990749896,0,-14.2752203480205,0,25.8783361454491,0,-1.68235911688972,0,-0.216493780369396,0,0,0,5.18714518799397,0,0.0256799421326969,0,-2.84335463676556,0,-19.5491742865359,0,4.75905839944057,0,-7.1610326178853,0,180.813115333348,93.2749087237112,0.0104545713374122,0,0,0,NA,0,-2.97172450618921,0,NA,NA,NA,NA,0.643589369682507,0,1.27069698348942,0,0.675667631136947,0,1.35273603575674,0,-0.55079332320646,0,-0.296103140248911,0,-2.51823851168485,0,2.77151029719993,0,1.06677506595159,0,-2.35081334926222,0,0.392787846361197,0
"7174",2024-02-09 08:00:00,"XPBRHHON",6544.37268527199,19.9894633656368,2989.50327339349,"MD",53.8603733911027,46.7486162650266,TRUE,264.415704914477,330.692304058296,0.0388394645104669,0,-0.013294383380725,0,0.609685306236343,0,NA,NA,0,0,-43.810085262382,0,-14.2752203480205,0,24.0211407215737,0,-1.68235911688972,0,-0.216493780369396,0,0,0,5.42852375358413,0,0.176266945858462,0,-1.59933342890784,0,-20.3128179191769,0,8.36775263753104,0,-4.39872336301793,0,184.16408301513,93.2749087237112,0.0104545713374122,0,0,0,NA,0,-1.74149699889297,0,NA,NA,NA,NA,0.684319650545463,0,1.1874813774081,0,0.763708141614932,0,1.17481943298811,0,-0.576790616476585,0,-0.419091685555475,0,-2.49371790203597,0,2.67099038327344,0,1.16335113993613,0,-2.39039619731918,0,6.49108092171607,0
